year,id_road_section,node_end,node_start,traffic_volume
2019,288235673,2917914156,123625382,976.6209386281587
2019,288696051,122006380,123625385,672.881221719457
2019,13441744,123625367,123625385,1029.5251798561153
2019,25850787,123625879,123625878,9.93478260869565
2019,25850787,2922440936,123625879,9.93478260869565
2019,25850787,281976455,123625881,9.93478260869565
2019,288696046,2922440942,123625883,679.125313283208
2019,13441897,1476217889,123626848,73.92465753424658
2019,13441897,123626851,123626849,73.92465753424658
2019,13441897,123626852,123626851,73.92465753424658
2019,13441897,1476209356,123626852,73.92465753424658
2019,13441897,123626854,123626853,73.92465753424658
2019,13441897,123626856,123626854,73.92465753424658
2019,13441897,1476209351,123626856,73.92465753424658
2019,374629523,3780225662,123626858,95.55454545454543
2019,312720571,3780225660,123626860,2841.5035090133483
2019,288696054,370558653,123627914,3509.795614656015
2019,32902535,3633852955,123627914,1110.1262282690855
2019,288696054,4439416528,123627917,3863.4380624936794
2019,389673334,123627921,123627919,6321.649186509897
2019,32887763,370411183,123627922,936.6923076923077
2019,389673334,370549394,123627922,6373.20385008069
2019,446705789,4439416555,123627924,6396.965616045844
2019,190592454,359933649,123627926,6789.138352385412
2019,32854126,370550788,123627926,709.5636864666259
2019,190592454,1489538649,123627930,6842.003469465253
2019,190592454,359920756,123627932,6842.003469465253
2019,389668653,1944239674,123627933,7087.3631182066365
2019,183986890,123627937,123627935,6765.191977077364
2019,183986890,301238782,123627937,6765.191977077364
2019,27301557,299705253,123627946,400.53472222222223
2019,389545429,308675767,123627946,12658.017436244452
2019,389840794,308675790,123627947,5385.5699959066715
2019,446478804,4437470621,123627947,55.328125
2019,290047513,4783368877,123627950,8664.857178144452
2019,23196325,3918054716,123627953,16722.23782234957
2019,191959710,250851346,123627958,976.4597523219815
2019,13444651,2917914170,123642859,740.7810218978102
2019,13444651,2917914164,123642860,740.7810218978102
2019,13444651,2917914166,123642861,740.7810218978102
2019,25850786,123643131,123643128,34.43272727272727
2019,25850786,281976377,123643131,34.43272727272727
2019,25850786,2922440928,123643132,34.43272727272727
2019,25850786,123643136,123643134,34.43272727272727
2019,180642765,1910895010,123644813,850.0
2019,508691274,401274760,123644814,1035.5654942072852
2019,508691274,3372271724,123644815,1362.9515675675675
2019,508691274,123644818,123644816,1431.2906301082198
2019,35015698,4879217829,123644816,1026.3829997529033
2019,384601625,401268200,123644818,1455.8877217553686
2019,384601625,4622014277,123644820,1469.881818181818
2019,384601625,123644822,123644821,1581.6793812375247
2019,384601625,401269179,123644822,1581.6793812375247
2019,384601625,401236484,123644823,1581.6793812375247
2019,427848898,283056129,123644826,10.285302593659942
2019,288696043,2922440923,123645558,1419.235666485802
2019,32902751,2487083555,123645560,497.1724137931034
2019,32902751,1476209413,123645561,497.1724137931034
2019,32902751,123645561,123645562,497.1724137931034
2019,32902750,281976366,123645564,941.4175219941349
2019,32902750,123645564,123645565,941.4175219941349
2019,32902749,123645993,123645565,366.1149425287356
2019,13445119,1476217881,123645566,531.45
2019,288696056,123646877,123645567,3232.442792861116
2019,374874163,122006392,123645984,1216.0297883558032
2019,288696061,1476209394,123645984,594.7236842105264
2019,25918361,1476209397,123645985,536.325
2019,25918361,1476209406,123645987,536.325
2019,25918361,1476209408,123645989,536.325
2019,32902749,1476217883,123645993,366.1149425287356
2019,32902749,1476217877,123645994,366.1149425287356
2019,32902749,281976362,123645995,366.1149425287356
2019,374629926,123645567,123645996,2852.7240774329157
2019,288696055,2922440912,123646344,3090.7569562954077
2019,13445286,1476209349,123646346,226.3577981651376
2019,13445286,2922440911,123646347,188.81967213114757
2019,13445286,123646349,123646348,188.81967213114757
2019,13445286,123646350,123646349,188.81967213114757
2019,13445286,1476209353,123646350,188.81967213114757
2019,288696044,3782546474,123646354,344.40230160632944
2019,190591513,5245816341,123646877,7038.721958760523
2019,25850781,1476217885,123646879,477.66666666666663
2019,25850781,1476217879,123646881,477.66666666666663
2019,32902666,123646885,123646883,2480.4763313609465
2019,32902666,1476217876,123646885,2480.4763313609465
2019,32902666,1476217875,123646886,2480.4763313609465
2019,32902666,1476217874,123646888,2480.4763313609465
2019,32902666,2922440908,123646889,2480.4763313609465
2019,32902667,1476217865,123646891,678.6
2019,32902667,1476217862,123646892,678.6
2019,288696052,3782546464,123646895,1926.4374016986471
2019,34561866,123626860,123647344,2789.158115479621
2019,13445400,1476217869,123647346,169.67164179104475
2019,13445400,123647349,123647347,169.67164179104475
2019,288696064,123647786,123647349,1.1428571428571428
2019,288696066,123647357,123647355,129.38165680473372
2019,288696069,123647782,123647355,159.31586021505376
2019,288696066,2922440905,123647357,129.38165680473372
2019,13445487,1476217871,123647776,51.2
2019,13445487,1476217867,123647778,51.2
2019,13445487,1476217864,123647779,51.2
2019,288696069,1476217857,123647782,159.31586021505376
2019,288696069,1476217858,123647783,159.31586021505376
2019,288696069,1476217861,123647784,159.31586021505376
2019,288696064,1476217870,123647786,1.1428571428571428
2019,288696064,1476217872,123647788,1.1428571428571428
2019,25918358,3782546461,123647844,1407.696262063785
2019,326962097,123648175,123648174,5.046052631578947
2019,326962097,290427787,123648175,5.046052631578947
2019,326962097,3336681001,123648309,648.4889054479218
2019,326962097,3336681002,123648311,648.4889054479218
2019,326962097,401243317,123648312,5.046052631578947
2019,288838817,2487019023,123649716,2994.740082328512
2019,187641944,1746676574,123649726,4880.887307284444
2019,187641944,1984231438,123649728,4880.887307284444
2019,187641944,123649728,123649729,4880.887307284444
2019,187641944,1984231430,123649730,4880.887307284444
2019,187641944,1746676570,123649732,4880.887307284444
2019,187641943,1984211639,123649738,7590.761843867982
2019,187641943,1984211635,123649739,7590.761843867982
2019,187641943,1984195612,123649743,859.0378822935645
2019,187641948,1984195590,123649745,1.0
2019,164290444,1759408831,123652779,2822.9290322580646
2019,450324288,123652815,123652809,3414.3488057203713
2019,450324288,368292940,123652815,3414.3488057203713
2019,13446429,123653294,123653293,779.3633620689656
2019,13446429,1759408820,123653294,779.3633620689656
2019,13446429,993061369,123653296,779.3633620689656
2019,13446429,993061371,123653297,1358.4185126582279
2019,13446429,1759408816,123653300,169.1875
2019,13446429,1759408814,123653301,1209.1607620320856
2019,13446429,993061375,123653302,3708.2815438871476
2019,13446429,2485336082,123653304,3708.2815438871476
2019,13446429,1759408817,123653306,169.1875
2019,13446429,2060572160,123653307,169.1875
2019,13446429,1759408818,123653308,169.1875
2019,13446429,1759408821,123653518,169.1875
2019,164290443,1759408892,123654324,3464.4084943325224
2019,13446535,2485341167,123654326,832.4210526315788
2019,13446535,1759408874,123654329,832.4210526315788
2019,13446535,1759408861,123654331,832.4210526315788
2019,13446535,1759408860,123654332,832.4210526315788
2019,13446535,1759408858,123654335,832.4210526315788
2019,13446535,1759408851,123654337,832.4210526315788
2019,13446535,1759408847,123654338,832.4210526315788
2019,13446535,1759408845,123654339,832.4210526315788
2019,13446535,1759408849,123654340,832.4210526315788
2019,167282505,281943154,123654341,570.7368421052632
2019,28166526,309372004,124040772,109.15972222222221
2019,26788683,1584941978,124040772,8510.255014326647
2019,495300232,4384866409,124045789,1273.7294412010008
2019,648461872,144793963,124046426,10720.882867394987
2019,190640002,4806428389,124047926,381.9230769230769
2019,179687106,2051359853,124061806,1321.5121472927333
2019,179687106,2051359959,124061815,1580.725268817204
2019,28167627,2588832439,124061815,1122.8429752066115
2019,648461866,2051417069,124061817,762.1477832512315
2019,648461866,2051417071,124063214,762.1477832512315
2019,495300235,2051417106,124063223,83.24870466321244
2019,25898212,2588824652,124063225,81.62676056338029
2019,25898209,2588832443,124063241,69.37735849056604
2019,28167910,2588818754,124064512,226.28089887640448
2019,28167910,2485315028,124064514,226.28089887640448
2019,27113726,297485458,132112232,6689.6013148114525
2019,163030664,294708802,132453220,2138.675299942868
2019,163030672,1748031129,132453225,2603.285714285714
2019,28167091,144773600,144773598,4779.530952380952
2019,28167931,309415190,144773600,1397.5
2019,194798222,2053129299,144791575,1990.6168605837925
2019,26832265,2053129301,144791575,30.38216560509554
2019,194640220,309415087,144792560,6959.946745562131
2019,648461872,121933767,144793963,15159.399965899524
2019,14673309,250841353,144799299,2099.333333333333
2019,23194976,250841354,144799299,1775.0526315789475
2019,195177590,3934036837,144800720,2203.587185354691
2019,14673959,1978284321,144804411,769.6508729887025
2019,192402863,293776485,144807110,2262.1820809248557
2019,23584816,2029643454,144807110,2361.5965417867437
2019,192402863,293776475,144807114,2118.610465116279
2019,26608145,293855245,144807116,562.7738095238095
2019,620348237,2029643494,144807119,2885.2023121387283
2019,389662883,2031334344,144808532,2940.293656102351
2019,13440863,123620533,150427782,1.1
2019,648527926,123621176,150427782,1.0
2019,59875485,1524411978,177156617,194.39393939393935
2019,390243094,295710821,250841341,2854.0233051578402
2019,163030668,3934036825,250841344,2569.204614842144
2019,163030668,250841346,250841345,2569.204614842144
2019,163030668,3934036824,250841346,2569.204614842144
2019,163030668,3934036823,250841347,2569.204614842144
2019,163030668,3934036822,250841348,2585.9247264021888
2019,163030668,295688647,250841349,2585.9247264021888
2019,23194976,2053052280,250841354,1775.0526315789475
2019,23194976,294603156,250841355,1953.6
2019,23194977,2053052286,250841355,1144.9642857142858
2019,23194977,2053052298,250841357,979.6666666666666
2019,390267238,2053052302,250841358,139.0
2019,194106186,2428569343,250843395,4585.578796561605
2019,26540858,290901307,250843398,7417.031518624641
2019,26540858,250843400,250843399,8382.698673952154
2019,26540858,281781808,250843400,8761.43553008596
2019,26540858,2428569255,250843401,8137.578796561604
2019,23195147,3928293213,250843403,4459.837565457959
2019,184899618,290996018,250843404,4443.772626222705
2019,184899618,3928293211,250843405,4427.0789118334815
2019,26549441,294579868,250843407,856.4999999999999
2019,184899618,3928244616,250843407,4255.949338010078
2019,23195148,250843413,250843408,1491.695826186392
2019,23195147,3928293215,250843408,2868.342182890856
2019,23195147,250843408,250843409,2317.829423890251
2019,26731990,290901308,250843409,614.3777777777777
2019,26732249,293211100,250843410,1466.8
2019,23195147,3928293217,250843410,2351.6838003842236
2019,23195147,250843410,250843411,2403.878347270929
2019,23195148,292848045,250843413,1528.436854311617
2019,26702780,292848042,250843414,971.2666666666667
2019,23195148,1945691529,250843414,1475.7332022029896
2019,184899633,292838915,250843416,1114.90625
2019,26702782,292848047,250843416,2206.0636363636368
2019,23195149,1785112762,250843419,43.57309941520468
2019,194192307,1954716550,250843421,4878.507163323782
2019,194106186,281781809,250843422,2840.3696275071634
2019,390239908,281781810,250843422,298.67366372599895
2019,194640219,368292317,250844943,4926.913043478261
2019,25911155,309471914,250844944,2491.3071602637615
2019,23195223,2051416953,250844944,1132.4512195121952
2019,23195223,2588317749,250844945,1132.4512195121952
2019,28729752,319792816,250846399,1053.1319605999108
2019,116632638,250846403,250846400,998.8509316770187
2019,116632638,250846400,250846402,1060.2719298245613
2019,116632638,315876671,250846403,1294.8271908271906
2019,116632638,4459017457,250846404,820.4304812834224
2019,116632638,250846401,250846405,1297.0
2019,322548792,3925023163,250846413,829.8164624973135
2019,322548792,315751860,250846426,698.3931583880037
2019,322548792,250850898,250846428,761.8518518518517
2019,322548792,2485362625,250846430,1414.987815359725
2019,322548792,250846430,250846432,1414.987815359725
2019,184427425,1949038921,250848827,1095.0732775786537
2019,23195495,250848827,250848828,1020.2114065180102
2019,23195496,3293044162,250848832,805.9629629629629
2019,32062050,6143316113,250848832,251.16
2019,185271769,369945850,250848834,649.4333333333333
2019,27119325,1382098362,250848843,1142.7111111111112
2019,522833733,6142240744,250848872,787.1147637563332
2019,184427426,250857474,250850825,927.7090909090908
2019,191987465,5591133188,250850829,946.8376373626375
2019,322548792,250846413,250850845,809.0897435897435
2019,322548792,250850845,250850849,942.6545454545453
2019,28707737,3293232671,250850853,840.038737446198
2019,184119504,1945691542,250850854,2066.769337938641
2019,628566752,4286673808,250850854,2035.682864010989
2019,28707737,5181467631,250850859,842.1196219715956
2019,522833722,321611181,250850867,988.3057324840764
2019,191959714,321611187,250850876,1013.2197838191943
2019,322548792,250846432,250850898,758.576819407008
2019,322548792,250846428,250850901,770.1649981460882
2019,191979122,123627958,250851340,920.9815041479669
2019,522833721,250850876,250851346,1195.6590756302521
2019,28681367,3931671394,250851351,3520.33883890053
2019,192464424,250851359,250851360,1519.7685994647636
2019,483248309,2023217095,250854338,312.81196013289036
2019,435838967,1314428552,250854358,2945.634039480019
2019,28706820,1314428567,250854359,3842.8694045890206
2019,28706820,2030176394,250854360,3842.8694045890206
2019,28706820,1314428550,250854361,3842.8694045890206
2019,26605446,250854379,250854369,729.7723577235773
2019,190611232,2031334405,250854369,6337.885386819484
2019,562577382,2031334365,250854372,1524.1058394160584
2019,190611231,3925032747,250854374,606.0537190082645
2019,27119334,3925032744,250854377,1458.7862265894014
2019,26524153,255376873,250854379,116.66666666666666
2019,26605450,2031334411,250854379,706.5696721311475
2019,193166663,4540263264,250854391,8591.200062074495
2019,495295544,5881193120,250854397,541.2020176858886
2019,495295544,5881180824,250854401,146.575
2019,28166525,2480527065,250854404,723.3008595988538
2019,240313133,2736012179,250854407,3880.899425287356
2019,365182713,2023217208,250854409,7671.976496950996
2019,28142433,5076752078,250854410,4878.510028653295
2019,495295544,1076629800,250854411,3256.727921857979
2019,495295544,5881248335,250854412,3483.7298236789393
2019,495295544,1076629797,250854413,3481.0925181580988
2019,191742035,5863108244,250854415,1481.125015018487
2019,191605132,3918064777,250854417,1477.002420968387
2019,191605131,5863418017,250854422,2915.5810028056835
2019,190611230,250854455,250854426,1829.2970725216237
2019,620619357,3918064776,250854434,3582.1517795319214
2019,28142431,3925808413,250854437,1032.9832307692309
2019,28142431,250854444,250854439,1074.1247362869199
2019,28142431,319299460,250854446,970.7511413156255
2019,28142432,3925808412,250854450,297.925973470261
2019,28142432,250854452,250854451,277.15243583027757
2019,28142432,319299463,250854452,277.15243583027757
2019,32809671,2021886495,250854459,1412.0091720722605
2019,28140035,1351405808,250854460,970.3318700614575
2019,28121204,5866356202,250854461,3813.581893178407
2019,28121204,3918061405,250854462,3771.345940637677
2019,28140037,250854474,250854463,1315.0605187319884
2019,28121204,5866356205,250854463,2484.0
2019,191605129,1351412335,250854476,2469.2861635220124
2019,184427426,3925773418,250857474,1389.8169772256729
2019,191785962,250854455,250857477,1014.1586826347304
2019,185271766,6143097044,250857477,1539.5570281124499
2019,25426514,297692981,250857493,8596.643729593648
2019,27133998,297696784,250857497,792.7909946236559
2019,23196325,3918054714,250857497,6456.28653295129
2019,23196325,5935205161,250857498,5897.128939828081
2019,121473776,290717986,250857500,6296.561604584527
2019,27119334,2056150188,250857501,1431.5259544401672
2019,27119327,297537351,250857503,3194.6063218390805
2019,27119326,297537381,250857504,6706.106017191976
2019,27119326,297865137,250857505,7095.481375358166
2019,27148087,297865150,250857506,1213.0301342941368
2019,27119326,2030357125,250857506,6842.260744985672
2019,27119326,297865141,250857507,7825.661891117479
2019,75531372,297865155,250857507,1114.690476190476
2019,23196326,2025194805,250857507,517.6
2019,27148168,250857500,250857509,589.2592592592592
2019,27119326,2030357110,250857509,5357.860809208576
2019,288369008,250857512,250857511,1565.4660327798065
2019,288369008,1786712257,250857512,1565.4660327798065
2019,390221190,250857515,250857513,1520.4003994190268
2019,390221190,2023217220,250857515,1520.4003994190268
2019,28401360,250857518,250857516,1065.0883556368537
2019,240313133,2736012167,250857516,5818.779369627508
2019,28401360,2023217239,250857518,1057.798614429049
2019,28401360,250857521,250857519,1031.1331240361312
2019,28401360,370043639,250857521,1031.1331240361312
2019,28401360,370304526,250857522,991.7101774365166
2019,240530141,2482610998,255368758,1210.3492063492063
2019,24826146,255368758,255368759,2132.920569388896
2019,30120415,255379835,255368759,271.6488486842105
2019,387846289,255368761,255368760,2152.7933110367894
2019,240530478,255368983,255368760,1332.5442248388
2019,23581976,258512306,255368760,1407.2670285227757
2019,24826146,3918035704,255368760,2104.9145159064246
2019,387846289,255368762,255368761,2063.3379317462504
2019,23582017,255370634,255368761,370.47222222222223
2019,30120421,255368907,255368762,2056.731357618166
2019,32112973,3918035703,255368762,1198.7848484848485
2019,30120421,255370445,255368907,2012.035022148394
2019,240530508,255370688,255368907,652.6386554621848
2019,30120421,282929882,255368908,1322.4594594594594
2019,29995566,2483372295,255368954,1551.910447761194
2019,29995566,3918035709,255368955,1551.910447761194
2019,29995566,255368957,255368956,2563.910945218641
2019,30281202,333737511,255368956,872.4599686028258
2019,29995566,330206045,255368957,2563.910945218641
2019,190639996,330206039,255368958,5477.593422458172
2019,30120266,331919337,255368976,604.056146572104
2019,29995661,255368978,255368977,676.9450761639132
2019,29995661,2482609317,255368978,676.9450761639132
2019,30120568,331925130,255368979,1037.2948717948716
2019,29995661,2482578240,255368979,648.0474525474525
2019,240530141,255368758,255368981,936.7727272727273
2019,29995661,2482609318,255368981,662.4364383561643
2019,30120415,255368759,255368982,720.0051282051281
2019,29995661,255368983,255368982,603.7552083333333
2019,29995661,330206576,255368983,665.2166666666666
2019,30018296,1958312055,255368983,589.0249275362319
2019,30120272,331919370,255369037,2754.4
2019,183840071,1942583946,255369221,7689.7835896389615
2019,25938133,255370050,255370049,8969.029088959265
2019,25938133,360410640,255370050,4909.574914297237
2019,32955390,371162263,255370051,4117.839285714286
2019,32955697,373849435,255370051,1612.8222431964764
2019,387987196,3918078818,255370051,4544.204631507775
2019,32955391,372722476,255370052,1396.450800915332
2019,387987197,3918078816,255370052,4406.449181117534
2019,388050978,371162834,255370053,874.6387631975867
2019,32112863,3918078812,255370053,3641.3660497789188
2019,32112863,2590035793,255370054,2539.9312320916906
2019,32956253,371169488,255370127,902.5757575757575
2019,579131145,4375361503,255370127,688.6555673009161
2019,32955636,371165501,255370128,596.4727272727273
2019,30015509,122006213,255370148,5766.885160143085
2019,25911147,2482564177,255370422,619.9826989619377
2019,25911147,2482564179,255370423,619.9826989619377
2019,25911147,2482564180,255370424,619.9826989619377
2019,25911147,282504989,255370425,619.9826989619377
2019,30120421,255368908,255370445,2036.9479524553185
2019,29995661,255370687,255370634,707.2577132486388
2019,388181277,255368762,255370687,2341.0841763005783
2019,29995660,255370688,255370687,1537.5294117647056
2019,29995660,5251218381,255370688,2541.04
2019,190640002,360416857,255370904,3999.4868433546158
2019,32112939,255371592,255370960,1084.4507575757575
2019,32112973,360416834,255370960,2653.235565350059
2019,23582017,2482578864,255370960,4659.6
2019,387846288,3918074422,255370988,14194.592912302503
2019,240530508,255368907,255371592,1125.6766666666667
2019,32112939,360414514,255371592,1579.1643356643356
2019,32112789,360414519,255371593,13.214285714285714
2019,28167092,309379661,255371725,514.7754940711462
2019,28167121,2051360515,255371725,839.9424128503075
2019,194760940,255371768,255371769,128.66666666666666
2019,28167092,2052719283,255371769,641.0742951907132
2019,28167092,6098526345,255371770,833.1237778016548
2019,28167626,2052719151,255371932,512.6009389671361
2019,179687477,255372103,255371953,185.9327485380117
2019,28175135,2052719227,255371953,706.4999999999999
2019,28174651,2052719171,255372039,323.6735294117647
2019,28174651,2050283145,255372101,502.93333333333334
2019,194760942,309463409,255372103,2156.6666666666665
2019,194760943,2052719129,255372103,1266.4311334289814
2019,387846288,2482578875,255372115,12397.922618207182
2019,96713612,1802495894,255376873,15303.587392550144
2019,30120415,331921651,255379835,869.2908226561849
2019,240530143,2482578236,255379835,1093.625
2019,190640002,4764903766,255379843,4094.7748698169758
2019,194760934,4788558264,255379934,346.66666666666663
2019,194798222,2053129288,255380008,1326.8387382075473
2019,194801608,122021995,255380025,2033.047619047619
2019,194921859,2054319658,255380025,3937.5
2019,172121282,255380171,255380135,239.56801470588235
2019,25739780,280704787,255380135,293.7128851540616
2019,172121283,255380168,255380167,771.8152380952381
2019,25442333,277278890,255380167,32.04580152671756
2019,25739784,2060572437,255380168,721.5364372469635
2019,172121283,3920169029,255380168,783.2672916666667
2019,172121283,255380170,255380169,602.5254841997961
2019,25739785,280736971,255380169,379.63235294117646
2019,172121283,255380171,255380170,519.1541218637992
2019,25739775,280736976,255380170,642.4615384615385
2019,205219520,255380207,255380171,538.2584541062802
2019,172121283,3869520946,255380171,455.2617152961981
2019,205219520,280736959,255380207,257.10227272727275
2019,194192318,281730459,255380289,2707.100286532951
2019,25466510,277499440,255380293,379.7810810810811
2019,578626628,332031153,255380293,2866.611559027836
2019,25466509,277499453,255380294,714.5959079283888
