node_start,node_end,id_road_section,traffic_volume,year
2010604097,2010604085,13441056,84.5000000000000000,2019
2010604085,290436843,13441056,84.5000000000000000,2019
123622173,123622175,13441160,562.0000000000000000,2019
123622175,2010603963,13441160,562.0000000000000000,2019
2010603963,3780222758,13441160,562.0000000000000000,2019
123623567,1476217854,13441435,1911.2988165680473373,2019
1476217854,281976327,13441435,1911.2988165680473373,2019
281976327,1476217859,13441435,1911.2988165680473373,2019
1476217859,123623568,13441435,1911.2988165680473373,2019
123623568,2922440907,13441435,1911.2988165680473373,2019
2251316762,290427766,13441503,6.6363636363636364,2019
2251316762,290427766,13441503,273.7000000000000000,2019
290427766,993052551,13441503,273.7000000000000000,2019
290427766,993052551,13441503,6.6363636363636364,2019
281976463,281976468,13441503,402.4964539007092199,2019
281976463,281976468,13441503,705.8675496688741722,2019
281976468,993052557,13441503,705.8675496688741722,2019
281976468,993052557,13441503,402.4964539007092199,2019
993052557,281976498,13441503,705.8675496688741722,2019
993052557,281976498,13441503,402.4964539007092199,2019
281976498,1476213483,13441503,705.8675496688741722,2019
281976498,1476213483,13441503,402.4964539007092199,2019
1476213483,993052562,13441503,402.4964539007092199,2019
1476213483,993052562,13441503,705.8675496688741722,2019
993052562,281976469,13441503,705.8675496688741722,2019
993052562,281976469,13441503,402.4964539007092199,2019
1476213465,993052567,13441503,621.9589041095890411,2019
1476213465,993052567,13441503,295.6190476190476190,2019
993052567,281976471,13441503,295.6190476190476190,2019
993052567,281976471,13441503,621.9589041095890411,2019
993052570,281976472,13441503,643.4642857142857143,2019
993052570,281976472,13441503,36.8690476190476190,2019
281976472,289209578,13441503,643.4642857142857143,2019
289209578,1476213420,13441503,239.8125000000000000,2019
289209578,1476213420,13441503,37.1029411764705882,2019
1476213420,993052574,13441503,239.8125000000000000,2019
1476213420,993052574,13441503,37.1029411764705882,2019
993052574,281976481,13441503,239.8125000000000000,2019
993052574,281976481,13441503,37.1029411764705882,2019
993052579,290427768,13441503,3.3625730994152047,2019
993052579,290427768,13441503,181.0784313725490196,2019
290427768,2251316760,13441503,3.3625730994152047,2019
290427768,2251316760,13441503,181.0784313725490196,2019
281976464,2251316761,13441503,4.1979695431472081,2019
281976464,2251316761,13441503,857.7333333333333333,2019
2251316761,281976466,13441503,4.1979695431472081,2019
2251316761,281976466,13441503,857.7333333333333333,2019
1476213481,290427774,13441661,878.3453237410071942,2019
1476213481,290427774,13441661,339.6165413533834586,2019
290427774,1476213470,13441661,878.3453237410071942,2019
290427774,1476213470,13441661,339.6165413533834586,2019
123625385,123625367,13441744,1029.5251798561151079,2019
123625367,123625368,13441744,1029.5251798561151079,2019
123625368,2922440934,13441744,1029.5251798561151079,2019
2922440934,123625369,13441744,1029.5251798561151079,2019
123625369,2922440933,13441744,1029.5251798561151079,2019
2922440933,123625370,13441744,1029.5251798561151079,2019
123625370,123625371,13441744,1029.5251798561151079,2019
123625371,123625373,13441744,1029.5251798561151079,2019
123626848,1476217889,13441897,73.9246575342465753,2019
1476217889,281976372,13441897,73.9246575342465753,2019
281976372,1476217887,13441897,73.9246575342465753,2019
1476217887,123626849,13441897,73.9246575342465753,2019
123626849,123626851,13441897,73.9246575342465753,2019
123626851,123626852,13441897,73.9246575342465753,2019
123626852,1476209356,13441897,73.9246575342465753,2019
1476209356,123626853,13441897,73.9246575342465753,2019
123626853,123626854,13441897,73.9246575342465753,2019
123626854,123626856,13441897,73.9246575342465753,2019
123626856,1476209351,13441897,73.9246575342465753,2019
1476209351,123626858,13441897,73.9246575342465753,2019
1476209344,123626859,13441897,71.5740740740740741,2019
123642859,2917914170,13444651,740.7810218978102190,2019
2917914170,281976456,13444651,740.7810218978102190,2019
281976456,2917914168,13444651,740.7810218978102190,2019
2917914168,123642860,13444651,740.7810218978102190,2019
123642860,2917914164,13444651,740.7810218978102190,2019
2917914164,281976458,13444651,740.7810218978102190,2019
281976458,123642861,13444651,740.7810218978102190,2019
123642861,2917914166,13444651,740.7810218978102190,2019
2917914166,2917914167,13444651,740.7810218978102190,2019
123645566,1476217881,13445119,531.4500000000000000,2019
1476217881,2922440917,13445119,531.4500000000000000,2019
2922440917,281976364,13445119,531.4500000000000000,2019
1476209347,123646346,13445286,226.3577981651376147,2019
123646346,1476209349,13445286,226.3577981651376147,2019
123646347,2922440911,13445286,188.8196721311475410,2019
2922440911,123646348,13445286,188.8196721311475410,2019
123646348,123646349,13445286,188.8196721311475410,2019
123646349,123646350,13445286,188.8196721311475410,2019
123646350,1476209353,13445286,188.8196721311475410,2019
1476209353,123646351,13445286,188.8196721311475410,2019
123647346,1476217869,13445400,169.6716417910447761,2019
1476217869,281976345,13445400,169.6716417910447761,2019
281976345,1476217868,13445400,169.6716417910447761,2019
1476217868,123647347,13445400,169.6716417910447761,2019
123647347,123647349,13445400,169.6716417910447761,2019
1915139855,123647776,13445487,51.2000000000000000,2019
123647776,1476217871,13445487,51.2000000000000000,2019
1476217871,123647778,13445487,51.2000000000000000,2019
123647778,1476217867,13445487,51.2000000000000000,2019
1476217867,123647779,13445487,51.2000000000000000,2019
123647779,1476217864,13445487,51.2000000000000000,2019
123653518,1759408821,13446429,169.1875000000000000,2019
1759408821,123653293,13446429,169.1875000000000000,2019
123653293,123653294,13446429,610.1758620689655172,2019
123653293,123653294,13446429,169.1875000000000000,2019
123653294,1759408820,13446429,169.1875000000000000,2019
123653294,1759408820,13446429,610.1758620689655172,2019
1759408820,123653296,13446429,610.1758620689655172,2019
1759408820,123653296,13446429,169.1875000000000000,2019
123653296,993061369,13446429,169.1875000000000000,2019
123653296,993061369,13446429,610.1758620689655172,2019
993061369,123653297,13446429,169.1875000000000000,2019
123653297,993061371,13446429,169.1875000000000000,2019
123653297,993061371,13446429,1189.2310126582278481,2019
993061371,123653300,13446429,1189.2310126582278481,2019
993061371,123653300,13446429,169.1875000000000000,2019
123653300,1759408816,13446429,169.1875000000000000,2019
1759408816,123653301,13446429,1039.9732620320855615,2019
1759408816,123653301,13446429,169.1875000000000000,2019
123653301,1759408814,13446429,1039.9732620320855615,2019
123653301,1759408814,13446429,169.1875000000000000,2019
1759408814,123653302,13446429,169.1875000000000000,2019
123653302,993061375,13446429,3539.0940438871473354,2019
123653302,993061375,13446429,169.1875000000000000,2019
993061375,123653304,13446429,169.1875000000000000,2019
993061375,123653304,13446429,3539.0940438871473354,2019
123653304,2485336082,13446429,169.1875000000000000,2019
123653304,2485336082,13446429,3539.0940438871473354,2019
2485336082,1759408815,13446429,169.1875000000000000,2019
2485336082,1759408815,13446429,3539.0940438871473354,2019
1759408815,123653306,13446429,169.1875000000000000,2019
1759408815,123653306,13446429,3539.0940438871473354,2019
123653306,1759408817,13446429,169.1875000000000000,2019
1759408817,993061376,13446429,169.1875000000000000,2019
1759408817,993061376,13446429,3020.0709459459459459,2019
993061376,123653307,13446429,169.1875000000000000,2019
993061376,123653307,13446429,3020.0709459459459459,2019
123653307,2060572160,13446429,169.1875000000000000,2019
2060572160,993061378,13446429,2806.0437500000000000,2019
2060572160,993061378,13446429,169.1875000000000000,2019
993061378,123653308,13446429,2806.0437500000000000,2019
993061378,123653308,13446429,169.1875000000000000,2019
123653308,1759408818,13446429,169.1875000000000000,2019
1759408818,123653518,13446429,169.1875000000000000,2019
1759408872,123654326,13446535,832.4210526315789474,2019
123654326,2485341167,13446535,832.4210526315789474,2019
2485341167,1759408880,13446535,832.4210526315789474,2019
1759408880,1759408884,13446535,832.4210526315789474,2019
1759408884,123654329,13446535,832.4210526315789474,2019
123654329,1759408874,13446535,832.4210526315789474,2019
1759408874,123654331,13446535,832.4210526315789474,2019
123654331,1759408861,13446535,832.4210526315789474,2019
1759408861,123654332,13446535,832.4210526315789474,2019
123654332,1759408860,13446535,832.4210526315789474,2019
1759408860,1759408859,13446535,832.4210526315789474,2019
1759408859,123654335,13446535,832.4210526315789474,2019
123654335,1759408858,13446535,832.4210526315789474,2019
1759408858,1759408857,13446535,832.4210526315789474,2019
1759408857,1759408853,13446535,832.4210526315789474,2019
1759408853,123654337,13446535,832.4210526315789474,2019
123654337,1759408851,13446535,832.4210526315789474,2019
1759408851,123654338,13446535,832.4210526315789474,2019
123654338,1759408847,13446535,832.4210526315789474,2019
1759408847,1759408843,13446535,832.4210526315789474,2019
1759408843,123654339,13446535,832.4210526315789474,2019
123654339,1759408845,13446535,832.4210526315789474,2019
1759408845,123654340,13446535,832.4210526315789474,2019
123654340,1759408849,13446535,832.4210526315789474,2019
121933781,293853693,13498686,935.6627906976744186,2019
121933781,293853693,13498686,7.7826086956521739,2019
293853693,293853692,13498686,935.6627906976744186,2019
293853693,293853692,13498686,871.0379008746355685,2019
293853693,293853692,13498686,72.3094462540716612,2019
1748031107,2053052290,14673309,295.4920634920634921,2019
1748031107,2053052290,14673309,1497.1728395061728395,2019
2053052290,2053052285,14673309,81.1666666666666667,2019
2053052290,2053052285,14673309,1257.8979591836734694,2019
2053052285,144799299,14673309,879.1562500000000000,2019
2053052285,144799299,14673309,1490.4102564102564103,2019
144799299,250841353,14673309,2099.3333333333333333,2019
2053052324,256408612,14673766,582.4896551724137931,2019
2053052324,256408612,14673766,75.7770270270270270,2019
256408612,294600033,14673766,101.3582089552238806,2019
256408612,294600033,14673766,467.4388489208633094,2019
294600033,3934036832,14673766,440.3953488372093023,2019
294600033,3934036832,14673766,141.0725806451612903,2019
3934036832,1978284363,14673766,440.3953488372093023,2019
3934036832,1978284363,14673766,141.0725806451612903,2019
1978284363,294600046,14673959,326.8352941176470588,2019
1978284363,294600046,14673959,166.2708333333333333,2019
1978284361,3934036831,14673959,169.2346938775510204,2019
1978284361,3934036831,14673959,216.4814814814814815,2019
3934036830,3934036829,14673959,153.7721518987341772,2019
3934036830,3934036829,14673959,329.5731707317073171,2019
3934036829,1978284344,14673959,153.7721518987341772,2019
3934036829,1978284344,14673959,329.5731707317073171,2019
1978284344,1978284339,14673959,153.7721518987341772,2019
1978284344,1978284339,14673959,329.5731707317073171,2019
1978284339,1978284334,14673959,153.7721518987341772,2019
1978284339,1978284334,14673959,329.5731707317073171,2019
1978284334,1978284331,14673959,329.5731707317073171,2019
1978284334,1978284331,14673959,153.7721518987341772,2019
1978284331,1978284330,14673959,153.7721518987341772,2019
1978284331,1978284330,14673959,329.5731707317073171,2019
1978284330,256408653,14673959,329.5731707317073171,2019
1978284330,256408653,14673959,153.7721518987341772,2019
256408653,294716390,14673959,77.4375000000000000,2019
256408653,294716390,14673959,298.7745098039215686,2019
294716390,294603162,14673959,521.4020618556701031,2019
294716390,294603162,14673959,41.0089285714285714,2019
294603162,3934036827,14673959,10.9646017699115044,2019
3934036827,3934036826,14673959,506.6767676767676768,2019
3934036827,3934036826,14673959,10.9646017699115044,2019
3934036826,1978284327,14673959,506.6767676767676768,2019
3934036826,1978284327,14673959,10.9646017699115044,2019
1978284327,1978284325,14673959,10.9646017699115044,2019
1978284327,1978284325,14673959,506.6767676767676768,2019
1978284325,1978284323,14673959,10.9646017699115044,2019
1978284325,1978284323,14673959,506.6767676767676768,2019
1978284323,2059881338,14673959,506.6767676767676768,2019
1978284323,2059881338,14673959,10.9646017699115044,2019
2059881338,1725579702,14673959,550.2314814814814815,2019
2059881338,1725579702,14673959,50.7840000000000000,2019
144804411,1978284321,14673959,588.7217391304347826,2019
144804411,1978284321,14673959,180.9291338582677165,2019
294651709,256409140,23194975,296.2444444444444444,2019
144799299,250841354,23194976,1006.0000000000000000,2019
144799299,250841354,23194976,769.0526315789473684,2019
250841354,2053052280,23194976,769.0526315789473684,2019
250841354,2053052280,23194976,1006.0000000000000000,2019
2053052280,250841355,23194976,769.0526315789473684,2019
2053052280,250841355,23194976,1006.0000000000000000,2019
250841355,294603156,23194976,1953.6000000000000000,2019
294603156,294603158,23194976,1953.6000000000000000,2019
250841355,2053052286,23194977,834.2500000000000000,2019
250841355,2053052286,23194977,310.7142857142857143,2019
2053052286,250841357,23194977,298.0000000000000000,2019
2053052286,250841357,23194977,681.6666666666666667,2019
250841357,2053052298,23194977,298.0000000000000000,2019
250841357,2053052298,23194977,681.6666666666666667,2019
2056566701,1945691497,23195076,597.7808219178082192,2019
1945691497,2056566728,23195076,410.5138888888888889,2019
2056566728,2056566731,23195076,234.7596153846153846,2019
2031334327,2468725970,23195147,1874.3292682926829268,2019
2031334327,2468725970,23195147,523.0739644970414201,2019
2468725970,256471775,23195147,523.0739644970414201,2019
2468725970,256471775,23195147,1874.3292682926829268,2019
256471775,2468725968,23195147,523.0739644970414201,2019
256471775,2468725968,23195147,1874.3292682926829268,2019
2468725968,1802489155,23195147,523.0739644970414201,2019
2468725968,1802489155,23195147,1874.3292682926829268,2019
1802489155,281781884,23195147,523.0739644970414201,2019
1802489155,281781884,23195147,1874.3292682926829268,2019
281781884,1802489154,23195147,1874.3292682926829268,2019
281781884,1802489154,23195147,523.0739644970414201,2019
1802489154,2468725966,23195147,523.0739644970414201,2019
1802489154,2468725966,23195147,1874.3292682926829268,2019
2468725966,2468725964,23195147,1874.3292682926829268,2019
2468725966,2468725964,23195147,523.0739644970414201,2019
2468725964,1802489153,23195147,1874.3292682926829268,2019
2468725964,1802489153,23195147,523.0739644970414201,2019
1802489153,3928293221,23195147,1874.3292682926829268,2019
1802489153,3928293221,23195147,523.0739644970414201,2019
3928293221,2468725961,23195147,523.0739644970414201,2019
3928293221,2468725961,23195147,1874.3292682926829268,2019
2468725961,3928293220,23195147,1874.3292682926829268,2019
2468725961,3928293220,23195147,523.0739644970414201,2019
3928293220,281781882,23195147,523.0739644970414201,2019
3928293220,281781882,23195147,1874.3292682926829268,2019
281781882,3928293219,23195147,1854.4420731707317073,2019
281781882,3928293219,23195147,524.8313609467455621,2019
3928293219,290737682,23195147,524.8313609467455621,2019
3928293219,290737682,23195147,1854.4420731707317073,2019
3928293218,250843411,23195147,1871.9393939393939394,2019
3928293218,250843411,23195147,548.4053254437869822,2019
250843411,250843410,23195147,1838.8575757575757576,2019
250843411,250843410,23195147,565.0207715133531157,2019
250843410,3928293217,23195147,573.7537091988130564,2019
250843410,3928293217,23195147,1777.9300911854103343,2019
3928293217,3928293216,23195147,1777.9300911854103343,2019
3928293217,3928293216,23195147,573.7537091988130564,2019
3928293216,250843409,23195147,573.7537091988130564,2019
3928293216,250843409,23195147,1777.9300911854103343,2019
250843409,250843408,23195147,585.2330383480825959,2019
250843409,250843408,23195147,1732.5963855421686747,2019
250843408,3928293215,23195147,2180.2536873156342183,2019
250843408,3928293215,23195147,688.0884955752212389,2019
3928293215,250843398,23195147,2180.2536873156342183,2019
3928293215,250843398,23195147,688.0884955752212389,2019
2428569281,3928293214,23195147,1117.5272206303724928,2019
2428569281,3928293214,23195147,3342.3103448275862069,2019
3928293214,250843403,23195147,3342.3103448275862069,2019
3928293214,250843403,23195147,1117.5272206303724928,2019
250843403,3928293213,23195147,1117.5272206303724928,2019
250843403,3928293213,23195147,3342.3103448275862069,2019
3928293213,292838924,23195147,1117.5272206303724928,2019
3928293213,292838924,23195147,3342.3103448275862069,2019
250843408,250843413,23195148,423.3939393939393939,2019
250843408,250843413,23195148,1068.3018867924528302,2019
250843413,292848045,23195148,328.9139784946236559,2019
250843413,292848045,23195148,1199.5228758169934641,2019
292848045,250843414,23195148,205.4382022471910112,2019
292848045,250843414,23195148,1285.4473684210526316,2019
250843414,1945691529,23195148,1361.9161290322580645,2019
250843414,1945691529,23195148,113.8170731707317073,2019
1945691529,2029643478,23195148,1566.0000000000000000,2019
1945691529,2029643478,23195148,317.9038461538461538,2019
292838924,292838923,23195149,43.5730994152046784,2019
292838923,250843419,23195149,43.5730994152046784,2019
250843419,1785112762,23195149,43.5730994152046784,2019
1785112762,292838916,23195149,43.5730994152046784,2019
292838916,2468728175,23195149,43.5730994152046784,2019
2468728175,2428569289,23195149,43.5730994152046784,2019
250844944,2051416953,23195223,1132.4512195121951220,2019
2051416953,309471903,23195223,1132.4512195121951220,2019
309471903,309471902,23195223,1132.4512195121951220,2019
309471902,2051416974,23195223,1132.4512195121951220,2019
2051416974,2588317748,23195223,1132.4512195121951220,2019
2588317748,250844945,23195223,1132.4512195121951220,2019
250844945,2588317749,23195223,1132.4512195121951220,2019
2588317749,309475158,23195223,1132.4512195121951220,2019
309475158,2588317752,23195223,1132.4512195121951220,2019
250848828,250848827,23195495,192.1886792452830189,2019
250848828,250848827,23195495,828.0227272727272727,2019
250848832,3293044162,23195496,805.9629629629629630,2019
255380811,1802495890,23195990,3082.0888252148997135,2019
255380811,1802495890,23195990,1947.1919770773638968,2019
1802495890,255380812,23195990,2190.0811594202898551,2019
1802495890,255380812,23195990,1163.3594202898550725,2019
255380812,290717984,23195990,1163.3594202898550725,2019
255380812,290717984,23195990,2190.0811594202898551,2019
297537387,369710075,23195991,1322.3541666666666667,2019
297537387,369710075,23195991,65.3333333333333333,2019
297537387,369710075,23195991,1317.7712177121771218,2019
369710075,1351410938,23195991,774.3802281368821293,2019
369710075,1351410938,23195991,1322.3541666666666667,2019
369710075,1351410938,23195991,1231.3691275167785235,2019
369710075,1351410938,23195991,1317.7712177121771218,2019
369710075,1351410938,23195991,65.3333333333333333,2019
369710075,1351410938,23195991,1230.7465437788018433,2019
1351410938,250854459,23195991,774.3802281368821293,2019
1351410938,250854459,23195991,1231.3691275167785235,2019
1351410938,250854459,23195991,1230.7465437788018433,2019
5881180825,5881180821,23195995,742.2528735632183908,2019
4760521098,1352906299,23196323,679.6428571428571429,2019
1352906299,4760521099,23196323,679.6428571428571429,2019
4760521099,1352906301,23196323,679.6428571428571429,2019
1352906301,4681722774,23196323,679.6428571428571429,2019
123627953,3918054716,23196325,16116.822349570201,2019
123627953,3918054716,23196325,605.4154727793696275,2019
3918054716,297863562,23196325,16116.822349570201,2019
3918054716,297863562,23196325,605.4154727793696275,2019
297863562,250857495,23196325,2307.5816618911174785,2019
297863562,250857495,23196325,4329.1146131805157593,2019
297865136,297485464,23196325,4571.4899713467048711,2019
297865136,297485464,23196325,2637.7736389684813754,2019
297485464,250857497,23196325,3426.6131805157593123,2019
297485464,250857497,23196325,2988.1661891117478510,2019
250857497,3918054714,23196325,2701.6733524355300860,2019
250857497,3918054714,23196325,3754.6131805157593123,2019
297865140,297485466,23196325,3075.4297994269340974,2019
297865140,297485466,23196325,3615.6332378223495702,2019
297485466,297865142,23196325,1944.6590257879656160,2019
297485466,297865142,23196325,3773.7679083094555874,2019
297485466,297865142,23196325,2077.7020057306590258,2019
297485466,297865142,23196325,3863.4670487106017192,2019
297865142,297693389,23196325,1944.6590257879656160,2019
297865142,297693389,23196325,3863.4670487106017192,2019
297693389,297693387,23196325,1809.6246418338108883,2019
297693389,297693387,23196325,4068.5787965616045845,2019
297693387,3918054712,23196325,1833.6074498567335244,2019
297693387,3918054712,23196325,4204.1833810888252149,2019
3918054712,297693385,23196325,1833.6074498567335244,2019
3918054712,297693385,23196325,4204.1833810888252149,2019
250857498,5935205161,23196325,4962.7707736389684814,2019
250857498,5935205161,23196325,934.3581661891117479,2019
250857507,2025194805,23196326,517.6000000000000000,2019
282504987,282504959,23581850,76.5982404692082111,2019
282504987,282504959,23581850,6262.0612244897959184,2019
255368760,258512306,23581976,1214.0201149425287356,2019
255368760,258512306,23581976,193.2469135802469136,2019
255370960,2482578864,23582017,1718.0000000000000000,2019
255370960,2482578864,23582017,2941.6000000000000000,2019
2482578864,255368761,23582017,1718.0000000000000000,2019
2482578864,255368761,23582017,2941.6000000000000000,2019
255368761,255370634,23582017,1.2222222222222222,2019
255368761,255370634,23582017,369.2500000000000000,2019
1944757397,3920303020,23582577,712.0000000000000000,2019
3920303020,291772371,23582577,712.0000000000000000,2019
291772371,2031334409,23582577,712.0000000000000000,2019
1904851367,2051360261,23583015,4.6153846153846154,2019
1904851367,2051360261,23583015,1610.9166666666666667,2019
2051360261,309382563,23583015,1356.9523809523809524,2019
2051360261,309382563,23583015,744.0217391304347826,2019
309382524,282505076,23583015,282.8333333333333333,2019
309382524,282505076,23583015,618.3333333333333333,2019
2054319664,2053129279,23583023,200.2666666666666667,2019
2054319664,2053129279,23583023,1177.3333333333333333,2019
2053129279,2053129282,23583023,74.8611111111111111,2019
2053129279,2053129282,23583023,1056.7083333333333333,2019
2053129282,294641456,23583023,1280.5000000000000000,2019
280704773,280704772,23583069,1.00000000000000000000,2019
280704773,280704772,23583069,1152.0000000000000000,2019
280704772,280736965,23583069,784.6153846153846154,2019
280704772,280736965,23583069,251.8695652173913043,2019
280736965,2060178412,23583069,1.9687500000000000,2019
280736965,2060178412,23583069,594.4444444444444444,2019
2060178389,280736959,23583069,85.0625000000000000,2019
2060178389,280736959,23583069,201.6111111111111111,2019
255380379,1837462005,23583107,3660.0888252148997135,2019
255380379,1837462005,23583107,5449.8223495702005731,2019
1837462005,299677816,23583107,7471.9455587392550143,2019
1837462005,299677816,23583107,5684.7392550143266476,2019
299677816,4762790437,23583107,1972.6246418338108883,2019
299677816,4762790437,23583107,2559.5644699140401146,2019
4762790437,4762790436,23583107,2363.2120343839541547,2019
4762790437,4762790436,23583107,1666.3954154727793696,2019
4762790436,4762790483,23583107,1716.5587392550143266,2019
4762790436,4762790483,23583107,2377.6504297994269341,2019
277106274,1945691513,23583107,2782.4469914040114613,2019
277106274,1945691513,23583107,1593.6103151862464183,2019
4851888218,3253619426,23583107,1745.3180515759312321,2019
4851888218,3253619426,23583107,2265.3237822349570201,2019
3253619426,5543129391,23583144,1025.2011494252873563,2019
3253619426,5543129391,23583144,403.2631578947368421,2019
3253619426,5543129391,23583144,428.7230769230769231,2019
5543129391,255380670,23583144,1025.2011494252873563,2019
5543129391,255380670,23583144,403.2631578947368421,2019
5543129391,255380670,23583144,428.7230769230769231,2019
291356380,291356379,23583218,615.8235294117647059,2019
291356379,291356383,23583218,432.7333333333333333,2019
291356379,291356383,23583218,152.9354838709677419,2019
291356383,255380672,23583218,195.3333333333333333,2019
291356383,255380672,23583218,546.7368421052631579,2019
255380672,291356432,23583218,565.2926829268292683,2019
255380672,291356432,23583218,128.0750000000000000,2019
291356432,291356435,23583218,252.8181818181818182,2019
281781820,255385497,23583589,680.3577712609970674,2019
255396514,2036822528,23584793,333.5319148936170213,2019
255396514,2036822528,23584793,705.5216138328530259,2019
2036822528,359731919,23584793,705.5216138328530259,2019
2036822528,359731919,23584793,333.5319148936170213,2019
359731919,2036822451,23584793,237.8666666666666667,2019
359731919,2036822451,23584793,697.5000000000000000,2019
2036822451,359873981,23584793,766.7607361963190184,2019
2036822451,359873981,23584793,83.2978723404255319,2019
359873981,1419841682,23584793,71.0980392156862745,2019
359873981,1419841682,23584793,797.0272108843537415,2019
293853699,293862552,23584808,4022.6647564469914040,2019
293862552,256465495,23584808,4000.9570200573065903,2019
3925747121,2028867804,23584808,4000.2893982808022923,2019
2028867804,2028867809,23584808,3969.9312320916905444,2019
144807110,2029643454,23584816,2361.5965417867435159,2019
2029643454,293858479,23584816,1059.4117647058823529,2019
2029643454,293858479,23584816,2361.5965417867435159,2019
293858479,2028867811,23584816,478.6338028169014085,2019
293858479,2028867811,23584816,781.1904761904761905,2019
2028867811,293858468,23584816,661.5000000000000000,2019
2028867811,293858468,23584816,653.0000000000000000,2019
293858468,293858470,23584816,850.4444444444444444,2019
293858468,293858470,23584816,704.3448275862068966,2019
293858470,2029643484,23584816,726.4125000000000000,2019
293858470,2029643484,23584816,1640.1661891117478510,2019
2029643484,255396761,23584816,726.4125000000000000,2019
2029643484,255396761,23584816,1640.1661891117478510,2019
2028867825,2029643487,23584816,2452.0201149425287356,2019
2029643487,255397179,23584816,2452.0201149425287356,2019
2029643487,255397179,23584816,608.7368421052631579,2019
255397179,255397056,23584816,307.3448275862068966,2019
255397179,255397056,23584816,423.9714285714285714,2019
255397056,2028867907,23584816,601.7037037037037037,2019
255397056,2028867907,23584816,359.7575757575757576,2019
2028867820,2029643465,23584818,756.1000000000000000,2019
2028867820,2029643465,23584818,1380.5833333333333333,2019
2029643465,255397090,23584818,492.0000000000000000,2019
2029643465,255397090,23584818,903.0000000000000000,2019
255397090,293858481,23584818,1120.1764705882352941,2019
255397090,293858481,23584818,699.2666666666666667,2019
293858481,293858487,23584818,453.6923076923076923,2019
293858481,293858487,23584818,636.5555555555555556,2019
293858487,2028867788,23584818,117.7727272727272727,2019
293858487,2028867788,23584818,1085.1428571428571429,2019
293882976,2028867821,23584842,2436.6934097421203438,2019
293882976,2028867821,23584842,2483.0802292263610315,2019
293882976,2028867821,23584842,2100.7879656160458453,2019
293882976,2028867821,23584842,3490.0257879656160458,2019
293882976,2028867821,23584842,3935.3696275071633238,2019
2028867821,2028867822,23584842,2115.8968481375358166,2019
2028867821,2028867822,23584842,2305.5787965616045845,2019
2028867821,2028867822,23584842,3935.3696275071633238,2019
2028867821,2028867822,23584842,2747.8510028653295129,2019
2028867821,2028867822,23584842,3490.0257879656160458,2019
2028867821,2028867822,23584842,3796.1833810888252149,2019
2028867822,282662598,23584842,2619.3180515759312321,2019
2028867822,282662598,23584842,2483.8853868194842407,2019
2028867822,282662598,23584842,3796.1833810888252149,2019
2028867822,282662598,23584842,3952.0487106017191977,2019
